"time","snowdepth"
"19.10.2021",1
"20.10.2021",1
"21.10.2021",1
"22.10.2021",4
"23.10.2021",3
"24.10.2021",2
"25.10.2021",3
"26.10.2021",0
"27.10.2021",0
"28.10.2021",0
"29.10.2021",0
"30.10.2021",0
"31.10.2021",0
"01.11.2021",0
"02.11.2021",0
"03.11.2021",0
"04.11.2021",0
"05.11.2021",0
"06.11.2021",0
"07.11.2021",0
"08.11.2021",0
"09.11.2021",0
"10.11.2021",0
"11.11.2021",0
"12.11.2021",0
"13.11.2021",0
"14.11.2021",0
"15.11.2021",0
"16.11.2021",0
"17.11.2021",0
"18.11.2021",0
"19.11.2021",0
"20.11.2021",0
"21.11.2021",0
"22.11.2021",0
"23.11.2021",0
"24.11.2021",0
"25.11.2021",0
"26.11.2021",0
"27.11.2021",5
"28.11.2021",0
"29.11.2021",0
"30.11.2021",0
"01.12.2021",0
"02.12.2021",0
"03.12.2021",0
"04.12.2021",0
"05.12.2021",0
"06.12.2021",0
"07.12.2021",3
"08.12.2021",2
"09.12.2021",2
"10.12.2021",2
"11.12.2021",2
"12.12.2021",4
"13.12.2021",2
"14.12.2021",3
"15.12.2021",2
"16.12.2021",2
"17.12.2021",2
"18.12.2021",2
"19.12.2021",2
"20.12.2021",4
"21.12.2021",4
"22.12.2021",4
"23.12.2021",4
"24.12.2021",4
"25.12.2021",4
"26.12.2021",4
"27.12.2021",4
"28.12.2021",4
"29.12.2021",4
"30.12.2021",4
"31.12.2021",4
"01.01.2022",4
"02.01.2022",4
"03.01.2022",3
"04.01.2022",2
"05.01.2022",2
"06.01.2022",2
"07.01.2022",15
"08.01.2022",16
"09.01.2022",14
"10.01.2022",15
"11.01.2022",13
"12.01.2022",11
"13.01.2022",11
"14.01.2022",10
"15.01.2022",10
"16.01.2022",11
"17.01.2022",10
"18.01.2022",9
"19.01.2022",6
"20.01.2022",6
"21.01.2022",6
"22.01.2022",13
"23.01.2022",14
"24.01.2022",13
"25.01.2022",15
"26.01.2022",13
"27.01.2022",13
"28.01.2022",13
"29.01.2022",13
"30.01.2022",13
"31.01.2022",13
"01.02.2022",12
"02.02.2022",12
"03.02.2022",12
"04.02.2022",12
"05.02.2022",9
"06.02.2022",6
"07.02.2022",6
"08.02.2022",12
"09.02.2022",13
"10.02.2022",13
"11.02.2022",12
"12.02.2022",14
"13.02.2022",14
"14.02.2022",16
"15.02.2022",21
"16.02.2022",21
"17.02.2022",19
"18.02.2022",18
"19.02.2022",17
"20.02.2022",16
"21.02.2022",15
"22.02.2022",15
"23.02.2022",16
"24.02.2022",16
"25.02.2022",16
"26.02.2022",14
"27.02.2022",11
"28.02.2022",11
"01.03.2022",11
"02.03.2022",11
"03.03.2022",23
"04.03.2022",30
"05.03.2022",29
"06.03.2022",28
"07.03.2022",27
"08.03.2022",28
"09.03.2022",27
"10.03.2022",29
"11.03.2022",25
"12.03.2022",25
"13.03.2022",25
"14.03.2022",24
"15.03.2022",25
"16.03.2022",18
"17.03.2022",15
"18.03.2022",15
"19.03.2022",16
"20.03.2022",15
"21.03.2022",15
"22.03.2022",25
"23.03.2022",25
"24.03.2022",24
"25.03.2022",24
"26.03.2022",24
"27.03.2022",24
"28.03.2022",24
"29.03.2022",24
"30.03.2022",24
"31.03.2022",24
"01.04.2022",24
"02.04.2022",24
"03.04.2022",24
"04.04.2022",24
"05.04.2022",23
"06.04.2022",23
"07.04.2022",23
"08.04.2022",23
"09.04.2022",23
"10.04.2022",23
"11.04.2022",22
"12.04.2022",22
"13.04.2022",22
"14.04.2022",24
"15.04.2022",23
"16.04.2022",24
"17.04.2022",23
"18.04.2022",23
"19.04.2022",23
"20.04.2022",27
"21.04.2022",22
"22.04.2022",22
"23.04.2022",22
"24.04.2022",21
"25.04.2022",21
"26.04.2022",21
"27.04.2022",21
"28.04.2022",21
"29.04.2022",21
